Date,Time,PID,TID,Level,Tag,Message
11-06,12:12:02.725,1125,1125,D,VrFocus,VrFocus:  : Received XR_SESSION_STATE_VISIBLE for pid: 20906 uid: 10160
11-06,12:12:02.725,1191,1298,V,WindowManager,WindowManager:  Display 1448 state is now (1) so update layer mirroring?
11-06,12:12:02.725,3520,21619,I,Vsync,Vsync:  : Vsync 43169: 2 x 11.14 ms (89.77 Hz at 1128103.647)
11-06,12:12:02.728,3520,21619,I,CompositorVR,CompositorVR:  Nonsensical slice time: SliceTime=0.0114 SliceTargetWakeupTime=1128103.6373 SliceGpuStart=1128103.6473 SliceGpuEnd=1128103.6487 GpuTimestampSync=1127605.1210
11-06,12:12:02.728,1125,1125,D,VrFocus,VrFocus:  : VrFocusEventReporter: reportImmersiveAppUpdate
11-06,12:12:02.729,20906,20996,I,Deque,Deque:  : AddEventToQueue called. eventInfo.type: 18 eventInfo.next: 1
11-06,12:12:02.733,1191,1298,V,WindowManager,WindowManager:  Display 1448 state is now (1) so update layer mirroring?
11-06,12:12:02.733,1017,1176,W,HWComposer,HWComposer:  Ignoring duplicate VSYNC event from HWC for display 4630946940852601217 (t=1128103640824000)
11-06,12:12:02.735,1191,5824,I,RuntimeIpcHelperService,RuntimeIpcHelperService:  Going to start ComponentInfo{com.facebook.wearable.system.location.service/com.facebook.wearable.system.location.service.vros.LocationSDKService} as background
11-06,12:12:02.737,1017,1176,W,HWComposer,HWComposer:  Ignoring duplicate VSYNC event from HWC for display 4630946940852601217 (t=1128103651953000)
11-06,12:12:02.737,3888,8323,I,MRSVC,MRSVC:  : MIXEDREALITY: MrServiceController: VrFocusManager::Top Activity Changed topActivity now is: 'com.roblox.client' immersiveApp now is: 'com.roblox.client'.
11-06,12:12:02.738,3888,8323,I,MRSVC,MRSVC:  : MIXEDREALITY: MrServiceController: VrFocusManager::Top Activity Changed topActivity now is: 'com.roblox.client' immersiveApp now is: 'com.roblox.client'.
11-06,12:12:02.739,940,940,I,FrameSetDispatcher,FrameSetDispatcher:  [worldTracking] Client pid=11080 (Hand): Client thread started
11-06,12:12:02.740,940,940,I,CameraClientManager,CameraClientManager:  [Hand(11080)][hand] client started (estimated 1 started clients total)
11-06,12:12:02.740,940,940,I,CameraClientManager,CameraClientManager:  [[Hand(11080)][hand]] definitely starting stream
11-06,12:12:02.740,940,940,I,SensorService,SensorService:  [worldTracking] Starting DSP gamma compression with configuration: Curve = ApproxPoint5Offset gamma value = 0.50.
11-06,12:12:02.740,940,940,I,SensorService,SensorService:  Skipping DSP gamma compression start current start count: 4
11-06,12:12:02.740,940,940,I,FrameSetCollator,FrameSetCollator:  [worldTracking] Updated frame set period to 16666000 with activeSlots [[T T T F ]]
11-06,12:12:02.740,940,940,I,CameraClientManager,CameraClientManager:  [[Hand(11080)][hand]] stream start completed
11-06,12:12:02.740,940,940,D,CameraStream,CameraStream:  [hand] Client [Hand(11080)]: start complete
11-06,12:12:02.742,1017,1176,W,HWComposer,HWComposer:  Ignoring duplicate VSYNC event from HWC for display 4630946940852601217 (t=1128103663133000)
11-06,12:12:02.743,11080,24172,I,TrackingService,TrackingService:  Updating face tracking breakdown: FT: 0 ET: 0 ORT_ACTIVE: 0 ORT_BG: 1 LST: 0 CDC: 0
11-06,12:12:02.744,11080,11143,I,Tracking,Tracking:  NIMBLE:HTEngine: HandTrackingRunningAssets is being constructed.
11-06,12:12:02.746,649,668,W,SyncBossFW,SyncBossFW:  522331754 [warning] {SPTH}: [rate_lim=1000] Big IMU diff (1989us)
11-06,12:12:02.747,3888,3907,I,MRSVC,MRSVC:  : MIXEDREALITY: MrServiceController: VrFocusManager::Top Activity Changed topActivity now is: 'com.roblox.client' immersiveApp now is: 'com.roblox.client'.
11-06,12:12:02.748,649,668,W,SyncBossFW,SyncBossFW:  522331754 [warning] {SPTH}: [rate_lim=1000] IMU timestamp does not match interrupt timestamp (irq: 2640710184 imu: 2640711178). Dropping data
11-06,12:12:02.749,940,21608,W,FrameSetDispatcher,FrameSetDispatcher:  [worldTracking] Client pid=11080 (Selftracked): client is taking longer than 33ms to return FrameSets (2x in the past 38.200s)
11-06,12:12:02.753,1133,7928,W,TrackingFidelityService,TrackingFidelityService:  Fidelity data undefined in catalog for enabling feature orthofit
11-06,12:12:02.753,1133,7928,W,TrackingFidelityService,TrackingFidelityService:  Fidelity data undefined in catalog for enabling feature orthofit
11-06,12:12:02.753,1133,7928,W,TrackingFidelityService,TrackingFidelityService:  Fidelity data undefined in catalog for enabling feature orthofit
11-06,12:12:02.753,1133,7928,I,TrackingFidelityService,TrackingFidelityService:  Request(s)={gfr:0 face:0 eye:0 codec_avatar_encoder:0 orthofit:3 } Mux mode idx=13 name=gfrLow score=40
11-06,12:12:02.753,1133,7928,I,TrackingFidelityService,TrackingFidelityService:  beginTransition[faceEye]: disabled(0)->gfrLow(13)
11-06,12:12:02.753,1133,7928,I,TrackingFidelityService,TrackingFidelityService:  _applyMuxModeLockedInternal: Applying camera mux mode gfrLow via requestFeaturesWithFidelitiesHelper
11-06,12:12:02.755,940,1404,I,SensorService,SensorService:  [faceEye] Setting camera mux mode to 13
11-06,12:12:02.759,1017,1176,W,HWComposer,HWComposer:  Ignoring duplicate VSYNC event from HWC for display 4630946940852601217 (t=1128103674228000)
11-06,12:12:02.759,940,1404,I,SensorService,SensorService:  updating CameraStream mux states
11-06,12:12:02.759,940,1404,I,SensorService,SensorService:  ending update to CameraStream mux states
11-06,12:12:02.759,940,1404,I,FrameSetCollator,FrameSetCollator:  [faceEye] Updated frame set period to 33333000 with activeSlots [[T ]]
11-06,12:12:02.759,11080,12218,I,TrackingService,TrackingService:  [face:eye] Start configuration update starting
11-06,12:12:02.759,11080,12218,I,TrackingService,TrackingService:  [face:eye] Start configuration update done
11-06,12:12:02.759,940,1404,I,FrameSetDispatcher,FrameSetDispatcher:  [faceEye] Latest MuxModeSettings: 13
11-06,12:12:02.759,940,1404,I,FrameSetDispatcher,FrameSetDispatcher:  [faceEye] purpose: face frame types:
11-06,12:12:02.759,11080,12218,I,SensorDataTransforms,SensorDataTransforms:  [face:eye] Staging mux mode update for mode 13 (sequence ID 368)
11-06,12:12:02.759,940,1404,I,FrameSetDispatcher,FrameSetDispatcher:  [faceEye] purpose: eye frame types: GENERIC_SLOT_0
11-06,12:12:02.759,940,1404,I,FrameSetDispatcher,FrameSetDispatcher:  [faceEye] purpose: active_slots frame types: GENERIC_SLOT_0
11-06,12:12:02.759,11080,12218,D,TrackingService,TrackingService:  [face:eye]Queue mux mode update notification: gfrLow.
11-06,12:12:02.759,940,1404,I,SensorService,SensorService:  Active camera ids set to: []
11-06,12:12:02.759,11080,11087,I,TrackingService,TrackingService:  [face:face] Start configuration update starting
11-06,12:12:02.759,11080,11087,I,TrackingService,TrackingService:  [face:face] Start configuration update done
11-06,12:12:02.759,11080,11125,D,TrackingService,TrackingService:  [eye]start onMuxStateUpdate. ModeId: disabled -> gfrLow
11-06,12:12:02.759,11080,11087,I,SensorDataTransforms,SensorDataTransforms:  [face:face] Staging mux mode update for mode 13 (sequence ID 368)
11-06,12:12:02.760,11080,11087,D,TrackingService,TrackingService:  [face:face]Queue mux mode update notification: gfrLow.
11-06,12:12:02.760,11080,11125,D,TrackingService,TrackingService:  [face][eye]handleMuxModeNotification started for muxMode[faceEye: gfrLow]
11-06,12:12:02.759,11080,11089,D,SensorControl,SensorControl:  onMuxStateUpdate started for modeIdentifier[13]
11-06,12:12:02.760,940,940,D,CameraStream,CameraStream:  [eye] Client [Eye(11080)] attempting start
11-06,12:12:02.765,940,1404,I,SyncBossHAL,SyncBossHAL:  [info ] pulsar_manager.c(2185): Requesting to set new LED period to 0 delay to 9832
11-06,12:12:02.765,940,1404,I,SyncBossHAL,SyncBossHAL:  [info ] pulsar_manager.c(2185): Requesting to set new LED period to 0 delay to 9832
11-06,12:12:02.765,940,1404,I,SyncBossHAL,SyncBossHAL:  [info ] pulsar_manager.c(2185): Requesting to set new LED period to 0 delay to 9832
11-06,12:12:02.765,940,1404,I,SyncBossHAL,SyncBossHAL:  [info ] pulsar_manager.c(2185): Requesting to set new LED period to 0 delay to 9832
11-06,12:12:02.765,940,1404,I,SyncBossHAL,SyncBossHAL:  [info ] pulsar_manager.c(2185): Requesting to set new LED period to 0 delay to 9832
11-06,12:12:02.765,940,1404,I,FrameSetCollator,FrameSetCollator:  [faceEye] Updated frame set period to 33333000
11-06,12:12:02.765,940,1404,I,SensorService,SensorService:  Active camera ids set to: [6 5]
11-06,12:12:02.765,940,1404,W,SensorService,SensorService:  SyncbossNiceConfigUpdater is not initialized and updateSyncbossFrameTag wasn't overridden.
11-06,12:12:02.766,2596,2962,I,[SEO],[SEO]:  PanelAppsManager: com.oculus.panelapp.settings/com.oculus.panelapp.quicksettings.QuickSettingsStandalonePanelService:351 is now foregrounded
11-06,12:12:02.766,2596,2962,I,[SEO],[SEO]:  PanelAppHostComponent: Panel app 351 (com.oculus.panelapp.settings/com.oculus.panelapp.quicksettings.QuickSettingsStandalonePanelService) changing state from background to foreground
11-06,12:12:02.766,940,1347,I,SyncBossHAL,SyncBossHAL:  [info ] pulsar_manager.c(1008): Controller 57fe0d1c7704b76f is either not IRLED tracked or is not connected/ready
11-06,12:12:02.766,2596,2962,D,[SEO],[SEO]:  ShellApplication: notify OS to set com.oculus.panelapp.settings/com.oculus.panelapp.quicksettings.QuickSettingsStandalonePanelService to FOREGROUND
11-06,12:12:02.766,940,1347,I,SyncBossHAL,SyncBossHAL:  [info ] pulsar_manager.c(1008): Controller e1499eb38bf1e9b6 is either not IRLED tracked or is not connected/ready
11-06,12:12:02.766,940,1347,I,SyncBossHAL,SyncBossHAL:  [info ] pulsar_manager.c(1008): Controller 57fe0d1c7704b76f is either not IRLED tracked or is not connected/ready
11-06,12:12:02.767,11080,12308,I,TrackingService,TrackingService:  [selftrackedheadsetside:iot] Start configuration update done
11-06,12:12:02.767,11080,12308,I,SensorDataTransforms,SensorDataTransforms:  [selftrackedheadsetside:iot] Staging mux mode update for mode 1 (sequence ID 367)
11-06,12:12:02.768,11080,12308,D,TrackingService,TrackingService:  [selftrackedheadsetside:iot]Queue mux mode update notification: handTracking.
11-06,12:12:02.768,11080,11120,D,TrackingService,TrackingService:  [iot]start onMuxStateUpdate. ModeId: selfTrackedControllerTracking -> handTracking
11-06,12:12:02.768,11080,11120,D,TrackingService,TrackingService:  [selftrackedheadsetside][iot]handleMuxModeNotification started for muxMode[worldTracking: handTracking]
11-06,12:12:02.768,11080,11120,D,TrackingService,TrackingService:  [selftrackedheadsetside][iot]handleMuxModeNotification finished for muxMode[worldTracking: handTracking]
11-06,12:12:02.768,940,991,D,CameraStream,CameraStream:  [active_slots] Client [ExpCtl(11080)] attempting start
11-06,12:12:02.769,11080,11120,D,TrackingService,TrackingService:  [iot]end onMuxStateUpdate. ModeId: selfTrackedControllerTracking -> handTracking
11-06,12:12:02.769,11080,11120,I,TrackingService,TrackingService:  [ selftrackedheadsetside:iot] Mux Mode Transition from sensor service: selfTrackedControllerTracking -> handTracking transition time: 1 ms
11-06,12:12:02.771,940,1347,I,SyncBossHAL,SyncBossHAL:  [info ] pulsar_manager.c(1008): Controller e1499eb38bf1e9b6 is either not IRLED tracked or is not connected/ready
11-06,12:12:02.771,940,1347,I,SyncBossHAL,SyncBossHAL:  [info ] pulsar_manager.c(1008): Controller 57fe0d1c7704b76f is either not IRLED tracked or is not connected/ready
11-06,12:12:02.771,940,1347,I,SyncBossHAL,SyncBossHAL:  [info ] pulsar_manager.c(1008): Controller e1499eb38bf1e9b6 is either not IRLED tracked or is not connected/ready
11-06,12:12:02.771,940,1347,I,SyncBossHAL,SyncBossHAL:  [info ] pulsar_manager.c(1008): Controller 57fe0d1c7704b76f is either not IRLED tracked or is not connected/ready
11-06,12:12:02.771,940,1347,I,SyncBossHAL,SyncBossHAL:  [info ] pulsar_manager.c(1008): Controller e1499eb38bf1e9b6 is either not IRLED tracked or is not connected/ready
11-06,12:12:02.771,940,1347,I,SyncBossHAL,SyncBossHAL:  [info ] pulsar_manager.c(1008): Controller 57fe0d1c7704b76f is either not IRLED tracked or is not connected/ready
11-06,12:12:02.771,940,1347,I,SyncBossHAL,SyncBossHAL:  [info ] pulsar_manager.c(1008): Controller e1499eb38bf1e9b6 is either not IRLED tracked or is not connected/ready
11-06,12:12:02.773,940,940,I,FrameSetDispatcher,FrameSetDispatcher:  [faceEye] Client pid=11080 (Eye): Client thread started
11-06,12:12:02.774,940,940,I,CameraClientManager,CameraClientManager:  [Eye(11080)][eye] client started (estimated 1 started clients total)
11-06,12:12:02.774,940,940,I,CameraClientManager,CameraClientManager:  [[Eye(11080)][eye]] definitely starting stream
11-06,12:12:02.774,940,940,I,ISPHVX,ISPHVX:  : ColorCameraOculus.cpp:EnableCamera: ColorCamera 5 enabling
11-06,12:11:28.749,0,0,I,qcom,qcom:  camera ac4f000.qcom cci: qcom cam-sensor5: Linked as a consumer to regulator.19
11-06,12:12:02.778,940,991,I,FrameSetDispatcher,FrameSetDispatcher:  [faceEye] Client pid=11080 (ExpCtl): Client thread started
11-06,12:12:02.778,3888,3907,I,MRSVC,MRSVC:  : MIXEDREALITY: MrServiceController: VrFocusManager::Top Activity Changed topActivity now is: 'com.roblox.client' immersiveApp now is: 'com.roblox.client'.
11-06,12:12:02.779,940,991,I,CameraClientManager,CameraClientManager:  [ExpCtl(11080)][active_slots] client started (estimated 1 started clients total)
11-06,12:12:02.779,940,991,I,CameraClientManager,CameraClientManager:  [[ExpCtl(11080)][active_slots]] definitely starting stream
11-06,12:12:02.779,3888,3907,I,MRSVC,MRSVC:  : MIXEDREALITY: MrServiceController: VrFocusManager::Top Activity Changed topActivity now is: 'com.roblox.client' immersiveApp now is: 'com.roblox.client'.
11-06,12:12:02.780,3888,3972,W,PhaseSync,PhaseSync:  [PS_Ver_1_0] DiscardFrame is triggered frame->Stage 2 FrameBeginIndex 791895
11-06,12:12:02.780,3888,3972,I,MRSVC,MRSVC:  : MIXEDREALITY: OpenXrSupport: OpenXR qualified success: xrBeginFrame(clientState_.session &beginFrameDesc): XR_FRAME_DISCARDED
11-06,12:12:02.780,3888,3972,I,MRSVC,MRSVC:  : MIXEDREALITY: MrServiceView: renderIteration: Sleeping the rendering thread for 500 ms since ID is off and no active PT layers.
11-06,12:12:02.783,2596,2962,I,OpenXR_DeviceSettings,OpenXR_DeviceSettings:  ------------ xrSetDeviceSettingBooleanFB -----------
11-06,12:12:02.786,2596,2962,I,[SEO],[SEO]:  InteractionSystem: Setting teleport interaction enabled state from 1 to 0
11-06,12:12:02.786,2596,2962,I,[SEO],[SEO]:  InteractionSystem: Setting turn interaction enabled state from 1 to 0
11-06,12:11:28.752,0,0,I,qcom,qcom:  camera ac4f000.qcom cci: qcom cam-sensor5: Linked as a consumer to regulator.26
11-06,12:11:28.755,0,0,I,qcom,qcom:  camera ac4f000.qcom cci: qcom cam-sensor5: Linked as a consumer to regulator.71
11-06,12:12:02.797,1133,1178,I,TrackingFidelityService,TrackingFidelityService:  endTransition[worldTracking]: selfTrackedControllerTracking(0)->handTracking(1) seqId=367 succeeded=true
11-06,12:12:02.799,940,21588,I,FrameSetDispatcher,FrameSetDispatcher:  [worldTracking] 1 older Mux Mode settings are removed.
11-06,12:12:02.799,940,21688,I,FrameSetDispatcher,FrameSetDispatcher:  [worldTracking] Client pid=11080 (Obj): Remove old Mux Mode 0: frame types: GENERIC_SLOT_1
11-06,12:12:02.799,11080,21689,I,TrackingService,TrackingService:  [object:object] Configuration update starting
11-06,12:11:28.777,0,0,I,CAM_ERR,CAM_ERR:  : CAM-ISP: __cam_isp_ctx_acquire_dev_in_available: 5215 DBG: Acquire success on session_hdl 0xc20203 num_rsrces -16843010 ctx 0 next state ACQUIRED rc 0
11-06,12:11:28.777,0,0,I,CAM_ERR,CAM_ERR:  : CAM-ISP: __cam_isp_ctx_acquire_hw_v2: 5522 DBG: Acquire V2 success on session_hdl 0xc20203s ctx_type 2 ctx_id 0
11-06,12:11:28.777,0,0,I,CAM_ERR,CAM_ERR:  : CAM-ISP: __cam_isp_ctx_link_in_acquired: 5912 DBG: Link in Acquired next state ACQUIRED RC = 0
11-06,12:12:02.808,11080,21689,I,TrackingService,TrackingService:  [object:object] Configuration update done
11-06,12:12:02.809,11080,21689,I,TrackingService,TrackingService:  [object:object] Finish configuration update starting
11-06,12:12:02.809,11080,21689,I,TrackingService,TrackingService:  [object:object] Finish configuration update done
11-06,12:12:02.814,649,668,I,SyncBossFW,SyncBossFW:  522331826 [info ] {APPI}: Init Cameras: 0x3e0
11-06,12:12:02.815,940,21691,W,FrameSetDispatcher,FrameSetDispatcher:  [worldTracking] Client pid=11080 (ExpCtl): client is taking longer than 33ms to return FrameSets (13x in the past 296.661s)
11-06,12:12:02.815,649,668,I,SyncBossFW,SyncBossFW:  522331826 [info ] {BCAM}: bsp_cam_init
11-06,12:12:02.816,940,21608,I,FrameSetDispatcher,FrameSetDispatcher:  [worldTracking] Client pid=11080 (Selftracked): Remove old Mux Mode 0: frame types: GENERIC_SLOT_0 GENERIC_SLOT_2
11-06,12:12:02.816,940,23293,I,FrameSetDispatcher,FrameSetDispatcher:  [worldTracking] Client pid=11080 (Hand): Remove old Mux Mode 0: frame types:
11-06,12:12:02.816,940,21558,I,FrameSetDispatcher,FrameSetDispatcher:  [worldTracking] Client pid=11080 (IOT): Remove old Mux Mode 0: frame types: GENERIC_SLOT_0 GENERIC_SLOT_2
11-06,12:12:02.816,11080,23294,D,SensorDataTransforms,SensorDataTransforms:  [hand:hand] Erased 1 stale entries from the staged mux states.
11-06,12:12:02.816,11080,21609,I,TrackingService,TrackingService:  [selftrackedheadsetside:iot] Configuration update starting
11-06,12:12:02.816,11080,21593,I,TrackingService,TrackingService:  [iot:iot] Configuration update starting
11-06,12:12:02.816,11080,23294,I,TrackingService,TrackingService:  [hand:hand] Configuration update starting
11-06,12:12:02.816,3520,21619,I,Vsync,Vsync:  : Vsync 43178: 2 x 11.14 ms (89.77 Hz at 1128103.738)
11-06,12:12:02.819,11080,11143,I,Tracking,Tracking:  NIMBLE:HTEngineUtil: Loaded user profile path: /system/etc/handtracking/runtime/common/defaultProfile.msgpack
11-06,12:12:02.828,11080,21609,I,TrackingService,TrackingService:  [selftrackedheadsetside:iot] Configuration update done
11-06,12:12:02.829,11080,21609,I,TrackingService,TrackingService:  [selftrackedheadsetside:iot] Finish configuration update starting
11-06,12:12:02.829,11080,21609,I,TrackingService,TrackingService:  [selftrackedheadsetside:iot] Finish configuration update done
11-06,12:12:02.835,2499,3253,E,OVRMediaServiceManager,OVRMediaServiceManager:  LivestreamingManager Not initialized
11-06,12:12:02.843,11080,21593,I,TrackingService,TrackingService:  [iot:iot] Configuration update done
11-06,12:12:02.844,11080,21593,I,TrackingService,TrackingService:  [iot:iot] Finish configuration update starting
11-06,12:12:02.845,3888,8323,I,MRSVC,MRSVC:  : MIXEDREALITY: MrServiceController: VrFocusManager::Top Activity Changed topActivity now is: 'com.roblox.client' immersiveApp now is: 'com.roblox.client'.
11-06,12:12:02.845,11080,21593,I,TrackingService,TrackingService:  [iot:iot] Finish configuration update done
11-06,12:12:02.846,3888,8323,I,MRSVC,MRSVC:  : MIXEDREALITY: MrServiceController: VrFocusManager::Top Activity Changed topActivity now is: 'com.roblox.client' immersiveApp now is: 'com.roblox.client'.
11-06,12:12:02.849,940,23293,W,FrameSetDispatcher,FrameSetDispatcher:  [worldTracking] Client pid=11080 (Hand): client is taking longer than 33ms to return FrameSets (1x in the past 0.110s)
11-06,12:12:02.850,11080,23294,I,TrackingService,TrackingService:  [hand:hand] Configuration update done
11-06,12:12:02.852,11080,23294,I,TrackingService,TrackingService:  [hand:hand] Finish configuration update starting
11-06,12:12:02.853,11080,23294,I,TrackingService,TrackingService:  [hand:hand] Finish configuration update done
11-06,12:12:02.853,11080,23294,W,Tracking,Tracking:  NIMBLE:HTEngine: [Throttled count=25] Unable to acquire engine lock abort onImageData() ...
11-06,12:12:02.855,18996,18996,I,PresenceAPK(GroupManager),PresenceAPK(GroupManager):  addListener for id CurrentUserHomeGroup
11-06,12:12:02.858,3888,3972,W,PhaseSync,PhaseSync:  [PS_Ver_1_0] DiscardFrame is triggered frame->Stage 2 FrameBeginIndex 791896
11-06,12:12:02.859,3888,3972,I,MRSVC,MRSVC:  : MIXEDREALITY: OpenXrSupport: OpenXR qualified success: xrBeginFrame(clientState_.session &beginFrameDesc): XR_FRAME_DISCARDED
11-06,12:12:02.860,3888,3972,I,MRSVC,MRSVC:  : MIXEDREALITY: MrServiceView: renderIteration: Sleeping the rendering thread for 500 ms since ID is off and no active PT layers.
11-06,12:12:02.867,949,1570,D,AudioFlinger,AudioFlinger:  mixer(0xb400007a770c2540) throttle end: throttle time(2)
11-06,12:12:02.868,2499,3249,I,OVRMediaService,OVRMediaService:  onStartCommand Received message type: com.oculus.horizon.GET_CAPTURE_STATE_ACTION caller package: no_app_identity app identify: null
11-06,12:12:02.882,940,21558,W,FrameSetDispatcher,FrameSetDispatcher:  [worldTracking] Client pid=11080 (IOT): client is taking longer than 33ms to return FrameSets (2x in the past 7.500s)
11-06,12:12:02.891,11080,21593,W,Tracking,Tracking:  VIPER: Frame Tracking (0.042140000 [sec]) exceeded camera sampling time (0.033333333 [sec]).
11-06,12:12:02.905,2596,2962,I,[SEO],"[SEO]:  ShellFrameAnalytics: Shell Heartbeat focusedPanelTimeSpent: {""424"":44} visibleTimeSpent: {""329"":44 ""351"":44 ""424"":44} inputTimeSpent: {""329"":""{\""visible_controller\"":44}"" ""351"":""{\""visible_controller\"":44}"" ""424"":""{\""focus_controller\"":44 \""visible_controller\"":44}""} inputClickCount: {} mouseMoveTimeSpent: 0 mouseScrollTimeSpent: 0 physicalKeyboardConnectedTimeSpent: 0 physicalKeyboardTrackedTimeSpent: 0 quickActionsMenuActivations: 0 quickActionsMenuTimeSpent: 0 quickActionsMenuSessionLengths: [] quickActionsMenuSelections: {} handTrackingOptIn: 1 handTrackingAutoTransition: 1 directTouchTabletEnabled: 44"
11-06,12:12:02.907,2596,2962,I,[SEO],[SEO]:  PanelAppAnalytics: First frame latency: 0.311 for id 424 com.oculus.systemux/com.oculus.panelapp.destinationui.DestinationUiPanelService
11-06,12:12:02.909,5181,5181,I,AbstractQuickSettingsPanelApp,AbstractQuickSettingsPanelApp:  actionSetVolumeLayerEnabled - false
11-06,12:12:02.909,2596,27307,D,IPCService,IPCService:  Sending command: volumeLayerEnabled 0 to displayId: 1183 nativeAppPtr: 500439748928
11-06,12:12:02.912,2596,2962,I,[SEO],[SEO]:  SystemTaskBar: UpdateVisibility(cooperative 0)
11-06,12:12:02.913,2596,2962,I,[SEO],[SEO]:  PanelAppOSLifecycleNotificationManager: Sending frameState isForeground:1 to OS for app com.oculus.panelapp.settings/com.oculus.panelapp.quicksettings.QuickSettingsStandalonePanelService
11-06,12:12:02.913,2596,2962,D,[SEO],[SEO]:  ShellApplication: notify OS to set com.oculus.panelapp.settings/com.oculus.panelapp.quicksettings.QuickSettingsStandalonePanelService to FOREGROUND
11-06,12:12:02.916,2596,2962,I,[SEO],[SEO]:  PanelAppOSLifecycleNotificationManager: Sending frameState isForeground:1 to OS for app com.oculus.systemux/com.oculus.panelapp.destinationui.DestinationUiPanelService
11-06,12:12:02.916,2596,2962,I,[SEO],[SEO]:  PanelAppOSLifecycleNotificationManager: Sending frameState isForeground:1 to OS for app com.oculus.systemux/com.oculus.panelapp.notifications.NotificationsPanelService
11-06,12:12:02.924,3888,3907,I,MRSVC,MRSVC:  : MIXEDREALITY: MrServiceController: VrFocusManager::Top Activity Changed topActivity now is: 'com.roblox.client' immersiveApp now is: 'com.roblox.client'.
11-06,12:12:02.925,649,668,I,SyncBossFW,SyncBossFW:  522331936 [info ] {BESK}: Init ov6211 0x20...
11-06,12:12:02.930,2596,2962,I,[SEO],[SEO]:  LayerSwapChainResource: LayerSwapChainResource width(60) height(60) swap chain length(1) mips(2)
11-06,12:12:02.930,2596,2962,I,Shell,Shell:  : ShellEnv-Ipc: CreateSwapChain: type=Texture2D format=35907 width=60 height=60 levels=2 bufferCount=1
11-06,12:12:02.931,3520,3982,I,VrRuntimeService,VrRuntimeService:  CreateSwapChain: 1943812405
11-06,12:12:02.931,3520,3982,I,VrRuntimeService,VrRuntimeService:  CreateSwapChain: api:vk 0 0x2b 60 60 2 1 1 4 3
11-06,12:12:02.932,3520,3684,I,@@@,@@@:  : surface: SUCCESS posting result to queue
11-06,12:12:02.932,3520,3982,I,VrRuntimeServer,VrRuntimeServer:  CreateTextureSwapChain: result importswapchainfromdevice 1
11-06,12:12:02.933,649,668,I,SyncBossFW,SyncBossFW:  522331943 [info ] {BESK}: Disabling camera 0x20
11-06,12:12:02.933,2596,2962,I,SwapChain_Vulkan_Memory_Export,SwapChain_Vulkan_Memory_Export:  Imported texture has requirements 3 ends up index 0
11-06,12:12:02.933,2596,2962,I,OpenXR_GPUMemTrace,OpenXR_GPUMemTrace:  Swapchain creation id=3925 idx=0 MemoryAllocationSize: 37 KB
11-06,12:12:02.933,2596,2962,E,Shell,Shell:  : ShellEnv-Ipc: unsupported GL format: 0x1
11-06,12:12:02.934,2596,2962,I,Shell,Shell:  : ShellEnv-Ipc: CreateSwapChain: id=1150 fd=606 -1 -1 surface:0x0 w=60 h=60 levels=2 buffers=1 bytesPerBuf=38068 type=0 format=35907
11-06,12:12:02.934,3520,3982,I,VrRuntimeService,VrRuntimeService:  UpdateSwapChainSamplerState: 3925
11-06,12:12:02.934,3520,3982,I,VrRuntimeService,VrRuntimeService:  UpdateSwapChainSamplerState: minFilter=1 magFilter=1 wrapModeS=3 warpModeT=3 maxAniso=1.000000 border={0.000000 0.000000 0.000000 0.000000} swizzle={0 1 2 3}
11-06,12:12:02.935,2596,2962,I,VrRuntimeClient,VrRuntimeClient:  SetTextureSwapChainSamplerState: No change in sampler state.
11-06,12:12:02.936,3888,3972,W,PhaseSync,PhaseSync:  [PS_Ver_1_0] DiscardFrame is triggered frame->Stage 2 FrameBeginIndex 791897
11-06,12:12:02.936,3888,3972,I,MRSVC,MRSVC:  : MIXEDREALITY: OpenXrSupport: OpenXR qualified success: xrBeginFrame(clientState_.session &beginFrameDesc): XR_FRAME_DISCARDED
11-06,12:12:02.936,3520,21619,I,SwapChain_Surface,SwapChain_Surface:  AttachSurfaceSwapChainGLES: attaching swapchain(id=2955 ptr=0x7428e91000) with SurfaceTexture 0x2816
11-06,12:12:02.936,3888,3972,I,MRSVC,MRSVC:  : MIXEDREALITY: MrServiceView: renderIteration: Sleeping the rendering thread for 500 ms since ID is off and no active PT layers.
11-06,12:12:02.936,3520,21619,I,SwapChain_Surface,SwapChain_Surface:  AttachSurfaceSwapChainGLES: attaching swapchain(id=3181 ptr=0x73b209a000) with SurfaceTexture 0x2902
11-06,12:12:02.939,5181,5181,I,AbstractQuickSettingsPanelApp,AbstractQuickSettingsPanelApp:  updateGuardianConfig - 23 - 2.0
11-06,12:12:02.944,2596,2962,I,[SEO],[SEO]:  ShellAppBase: Panel 351 found processing command 'volumeLayerEnabled 0'
11-06,12:12:02.944,649,668,I,SyncBossFW,SyncBossFW:  522331956 [info ] {BESK}: Enabling camera 0x20
11-06,12:12:02.972,17165,19955,E,AssistantUserEdService,AssistantUserEdService:  The user ed service will not process the intent due to GK not passing
11-06,12:12:02.981,18996,18996,I,[SUI],[SUI]:  PauseDestinationView: Shelf launch with DUI is disabled
11-06,12:12:02.984,18996,18996,I,PanelService,PanelService:  BEGIN: nativeInitializePanelInstance - Configure and set up thread polling.
11-06,12:12:02.984,18996,18996,I,PanelService,PanelService:  BEGIN: Call hosted app's Configure method.
